"LOCATION";"INDICATOR";"SUBJECT";"MEASURE";"FREQUENCY";"TIME";"Value";"Flag Codes"
"CRI";"M3";"TOT";"IDX2015";"A";"2010";67.16167;
"CRI";"M3";"TOT";"IDX2015";"A";"2011";69.51421;
"CRI";"M3";"TOT";"IDX2015";"A";"2012";74.97219;
"CRI";"M3";"TOT";"IDX2015";"A";"2013";81.87963;
"CRI";"M3";"TOT";"IDX2015";"A";"2014";93.69353;
"CRI";"M3";"TOT";"IDX2015";"A";"2015";100;
"CRI";"M3";"TOT";"IDX2015";"A";"2016";103.3733;
"CRI";"M3";"TOT";"IDX2015";"A";"2017";107.3548;
"CRI";"M3";"TOT";"IDX2015";"A";"2018";107.1229;
"CRI";"M3";"TOT";"IDX2015";"A";"2019";109.4531;
"IND";"M3";"TOT";"IDX2015";"A";"2000";10.8059;
"IND";"M3";"TOT";"IDX2015";"A";"2001";12.61409;
"IND";"M3";"TOT";"IDX2015";"A";"2002";14.59233;
"IND";"M3";"TOT";"IDX2015";"A";"2003";16.50912;
"IND";"M3";"TOT";"IDX2015";"A";"2004";18.88577;
"IND";"M3";"TOT";"IDX2015";"A";"2005";21.67507;
"IND";"M3";"TOT";"IDX2015";"A";"2006";25.73072;
"IND";"M3";"TOT";"IDX2015";"A";"2007";31.30943;
"IND";"M3";"TOT";"IDX2015";"A";"2008";38.01601;
"IND";"M3";"TOT";"IDX2015";"A";"2009";45.63882;
"IND";"M3";"TOT";"IDX2015";"A";"2010";53.06315;
"IND";"M3";"TOT";"IDX2015";"A";"2011";61.8573;
"IND";"M3";"TOT";"IDX2015";"A";"2012";70.3542;
"IND";"M3";"TOT";"IDX2015";"A";"2013";79.6637;
"IND";"M3";"TOT";"IDX2015";"A";"2014";89.97865;
"IND";"M3";"TOT";"IDX2015";"A";"2015";100;
"IND";"M3";"TOT";"IDX2015";"A";"2016";110.2528;
"IND";"M3";"TOT";"IDX2015";"A";"2017";117.9072;
"IND";"M3";"TOT";"IDX2015";"A";"2018";129.2797;
"IDN";"M3";"TOT";"IDX2015";"A";"2000";15.70111;
"IDN";"M3";"TOT";"IDX2015";"A";"2001";18.02456;
"IDN";"M3";"TOT";"IDX2015";"A";"2002";19.518;
"IDN";"M3";"TOT";"IDX2015";"A";"2003";20.74264;
"IDN";"M3";"TOT";"IDX2015";"A";"2004";22.23023;
"IDN";"M3";"TOT";"IDX2015";"A";"2005";25.03626;
"IDN";"M3";"TOT";"IDX2015";"A";"2006";28.92714;
"IDN";"M3";"TOT";"IDX2015";"A";"2007";33.48408;
"IDN";"M3";"TOT";"IDX2015";"A";"2008";39.02827;
"IDN";"M3";"TOT";"IDX2015";"A";"2009";45.27587;
"IDN";"M3";"TOT";"IDX2015";"A";"2010";50.73805;
"IDN";"M3";"TOT";"IDX2015";"A";"2011";58.82866;
"IDN";"M3";"TOT";"IDX2015";"A";"2012";69.75153;
"IDN";"M3";"TOT";"IDX2015";"A";"2013";79.41176;
"IDN";"M3";"TOT";"IDX2015";"A";"2014";88.62045;
"IDN";"M3";"TOT";"IDX2015";"A";"2015";100;
"IDN";"M3";"TOT";"IDX2015";"A";"2016";107.7676;
"IDN";"M3";"TOT";"IDX2015";"A";"2017";118.5173;
"IDN";"M3";"TOT";"IDX2015";"A";"2018";126.768;
"ISR";"M3";"TOT";"IDX2015";"A";"2000";28.60708;
"ISR";"M3";"TOT";"IDX2015";"A";"2001";33.28186;
"ISR";"M3";"TOT";"IDX2015";"A";"2002";35.3255;
"ISR";"M3";"TOT";"IDX2015";"A";"2003";37.68985;
"ISR";"M3";"TOT";"IDX2015";"A";"2004";40.3682;
"ISR";"M3";"TOT";"IDX2015";"A";"2005";44.68514;
"ISR";"M3";"TOT";"IDX2015";"A";"2006";48.21772;
"ISR";"M3";"TOT";"IDX2015";"A";"2007";53.81921;
"ISR";"M3";"TOT";"IDX2015";"A";"2008";57.79879;
"ISR";"M3";"TOT";"IDX2015";"A";"2009";65.28004;
"ISR";"M3";"TOT";"IDX2015";"A";"2010";66.78865;
"ISR";"M3";"TOT";"IDX2015";"A";"2011";70.89516;
"ISR";"M3";"TOT";"IDX2015";"A";"2012";78.73132;
"ISR";"M3";"TOT";"IDX2015";"A";"2013";83.97606;
"ISR";"M3";"TOT";"IDX2015";"A";"2014";92.13877;
"ISR";"M3";"TOT";"IDX2015";"A";"2015";100;
"ISR";"M3";"TOT";"IDX2015";"A";"2016";105.5032;
"ISR";"M3";"TOT";"IDX2015";"A";"2017";111.4118;
"ISR";"M3";"TOT";"IDX2015";"A";"2018";115.8616;
"ISR";"M3";"TOT";"IDX2015";"A";"2019";124.0925;
"RUS";"M3";"TOT";"IDX2015";"A";"2000";2.771984;
"RUS";"M3";"TOT";"IDX2015";"A";"2001";4.003162;
"RUS";"M3";"TOT";"IDX2015";"A";"2002";5.244647;
"RUS";"M3";"TOT";"IDX2015";"A";"2003";7.282158;
"RUS";"M3";"TOT";"IDX2015";"A";"2004";9.86815;
"RUS";"M3";"TOT";"IDX2015";"A";"2005";13.21534;
"RUS";"M3";"TOT";"IDX2015";"A";"2006";18.10055;
"RUS";"M3";"TOT";"IDX2015";"A";"2007";26.10161;
"RUS";"M3";"TOT";"IDX2015";"A";"2008";33.45544;
"RUS";"M3";"TOT";"IDX2015";"A";"2009";36.91999;
"RUS";"M3";"TOT";"IDX2015";"A";"2010";45.54316;
"RUS";"M3";"TOT";"IDX2015";"A";"2011";54.86768;
"RUS";"M3";"TOT";"IDX2015";"A";"2012";64.31773;
"RUS";"M3";"TOT";"IDX2015";"A";"2013";74.81839;
"RUS";"M3";"TOT";"IDX2015";"A";"2014";84.30057;
"RUS";"M3";"TOT";"IDX2015";"A";"2015";100;
"RUS";"M3";"TOT";"IDX2015";"A";"2016";111.3937;
"RUS";"M3";"TOT";"IDX2015";"A";"2017";114.7154;
"RUS";"M3";"TOT";"IDX2015";"A";"2018";125.6707;
"RUS";"M3";"TOT";"IDX2015";"A";"2019";135.9588;
"ZAF";"M3";"TOT";"IDX2015";"A";"2000";17.099;
"ZAF";"M3";"TOT";"IDX2015";"A";"2001";19.51458;
"ZAF";"M3";"TOT";"IDX2015";"A";"2002";23.35808;
"ZAF";"M3";"TOT";"IDX2015";"A";"2003";26.65563;
"ZAF";"M3";"TOT";"IDX2015";"A";"2004";30.1994;
"ZAF";"M3";"TOT";"IDX2015";"A";"2005";35.0631;
"ZAF";"M3";"TOT";"IDX2015";"A";"2006";43.14879;
"ZAF";"M3";"TOT";"IDX2015";"A";"2007";53.14793;
"ZAF";"M3";"TOT";"IDX2015";"A";"2008";63.39888;
"ZAF";"M3";"TOT";"IDX2015";"A";"2009";67.85172;
"ZAF";"M3";"TOT";"IDX2015";"A";"2010";70.06005;
"ZAF";"M3";"TOT";"IDX2015";"A";"2011";74.79229;
"ZAF";"M3";"TOT";"IDX2015";"A";"2012";79.82745;
"ZAF";"M3";"TOT";"IDX2015";"A";"2013";85.87708;
"ZAF";"M3";"TOT";"IDX2015";"A";"2014";91.99149;
"ZAF";"M3";"TOT";"IDX2015";"A";"2015";100;
"ZAF";"M3";"TOT";"IDX2015";"A";"2016";106.6376;
"ZAF";"M3";"TOT";"IDX2015";"A";"2017";113.4137;
"ZAF";"M3";"TOT";"IDX2015";"A";"2018";120.4614;
"ZAF";"M3";"TOT";"IDX2015";"A";"2019";129.1388;
"OECD";"M3";"TOT";"IDX2015";"A";"2000";35.49859;
"OECD";"M3";"TOT";"IDX2015";"A";"2001";39.3035;
"OECD";"M3";"TOT";"IDX2015";"A";"2002";42.25829;
"OECD";"M3";"TOT";"IDX2015";"A";"2003";45.01215;
"OECD";"M3";"TOT";"IDX2015";"A";"2004";47.7327;
"OECD";"M3";"TOT";"IDX2015";"A";"2005";50.61327;
"OECD";"M3";"TOT";"IDX2015";"A";"2006";54.40265;
"OECD";"M3";"TOT";"IDX2015";"A";"2007";58.74905;
"OECD";"M3";"TOT";"IDX2015";"A";"2008";63.84645;
"OECD";"M3";"TOT";"IDX2015";"A";"2009";68.92728;
"OECD";"M3";"TOT";"IDX2015";"A";"2010";71.98709;
"OECD";"M3";"TOT";"IDX2015";"A";"2011";76.96236;
"OECD";"M3";"TOT";"IDX2015";"A";"2012";82.85284;
"OECD";"M3";"TOT";"IDX2015";"A";"2013";88.50108;
"OECD";"M3";"TOT";"IDX2015";"A";"2014";94.08997;
"OECD";"M3";"TOT";"IDX2015";"A";"2015";100;
"OECD";"M3";"TOT";"IDX2015";"A";"2016";106.6112;
"OECD";"M3";"TOT";"IDX2015";"A";"2017";113.6043;
"OECD";"M3";"TOT";"IDX2015";"A";"2018";119.3418;
"OECD";"M3";"TOT";"IDX2015";"A";"2019";125.2933;
"OECDE";"M3";"TOT";"IDX2015";"A";"2000";23.44688;
"OECDE";"M3";"TOT";"IDX2015";"A";"2001";28.10378;
"OECDE";"M3";"TOT";"IDX2015";"A";"2002";31.10549;
"OECDE";"M3";"TOT";"IDX2015";"A";"2003";33.78481;
"OECDE";"M3";"TOT";"IDX2015";"A";"2004";37.47757;
"OECDE";"M3";"TOT";"IDX2015";"A";"2005";41.74018;
"OECDE";"M3";"TOT";"IDX2015";"A";"2006";47.9387;
"OECDE";"M3";"TOT";"IDX2015";"A";"2007";54.72134;
"OECDE";"M3";"TOT";"IDX2015";"A";"2008";62.24507;
"OECDE";"M3";"TOT";"IDX2015";"A";"2009";69.06474;
"OECDE";"M3";"TOT";"IDX2015";"A";"2010";74.63163;
"OECDE";"M3";"TOT";"IDX2015";"A";"2011";78.79887;
"OECDE";"M3";"TOT";"IDX2015";"A";"2012";82.51896;
"OECDE";"M3";"TOT";"IDX2015";"A";"2013";88.13126;
"OECDE";"M3";"TOT";"IDX2015";"A";"2014";93.54396;
"OECDE";"M3";"TOT";"IDX2015";"A";"2015";100;
"OECDE";"M3";"TOT";"IDX2015";"A";"2016";107.9712;
"OECDE";"M3";"TOT";"IDX2015";"A";"2017";119.0735;
"OECDE";"M3";"TOT";"IDX2015";"A";"2018";129.1755;
"EA19";"M3";"TOT";"IDX2015";"A";"2000";45.20986;
"EA19";"M3";"TOT";"IDX2015";"A";"2001";48.87485;
"EA19";"M3";"TOT";"IDX2015";"A";"2002";52.42364;
"EA19";"M3";"TOT";"IDX2015";"A";"2003";56.44278;
"EA19";"M3";"TOT";"IDX2015";"A";"2004";59.63414;
"EA19";"M3";"TOT";"IDX2015";"A";"2005";64.15334;
"EA19";"M3";"TOT";"IDX2015";"A";"2006";69.68994;
"EA19";"M3";"TOT";"IDX2015";"A";"2007";77.42722;
"EA19";"M3";"TOT";"IDX2015";"A";"2008";85.48515;
"EA19";"M3";"TOT";"IDX2015";"A";"2009";88.74383;
"EA19";"M3";"TOT";"IDX2015";"A";"2010";87.74624;
"EA19";"M3";"TOT";"IDX2015";"A";"2011";88.61709;
"EA19";"M3";"TOT";"IDX2015";"A";"2012";91.03355;
"EA19";"M3";"TOT";"IDX2015";"A";"2013";92.73474;
"EA19";"M3";"TOT";"IDX2015";"A";"2014";94.3144;
"EA19";"M3";"TOT";"IDX2015";"A";"2015";100;
"EA19";"M3";"TOT";"IDX2015";"A";"2016";104.8844;
"EA19";"M3";"TOT";"IDX2015";"A";"2017";109.8652;
"EA19";"M3";"TOT";"IDX2015";"A";"2018";113.9996;
"EA19";"M3";"TOT";"IDX2015";"A";"2019";119.8679;
