Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;
United States;USA;Market capitalization of listed domestic companies (current US$);CM.MKT.LCAP.CD;;;;;;;;;;;;;;;;;;;;;1359797800000;1263560700000;1456865200000;1809034400000;1602159700000;2300857900000;2537942200000;2531767700000;2779940700000;3382233600000;3093448500000;4159595200000;4545844000000;5251079630000;5137739860000;6952026000000;8480497000000;10770143000000;12922580000000;14777387400000;15107751000000;13983666000000;11054430000000;14266265650000;16323726330000;17000864470000;19568972500000;19922279820000;11590277780000;15077285740000;17283451680000;15640707040000;18668333210000;24034853520000;26330589190000;25067539600000;27352200720000;32120702650000;30436313050000;;;
